Clade ID	Taxonomy ID	BioProject ID	BioSample ID	Assembly ID	Nucleotide accession(s)
     20349	    504728	     28827	         0	     25228	CP001743
     20349	   1297799	    191157	         0	    555918	BAOR
     20349	    504728	    196343	   1909280	    598948	CP005385
     20350	    526227	     29551	         0	    112758	CP002042
     20351	    262724	     10617	         0	      8928	AE017221
     20351	    300852	     13202	         0	    112178	AP008226
     20351	    762633	     51619	    713632	    284888	CP002777
     20351	    456163	     71039	         0	    366478	AIJQ
     20351	    798128	     66077	         0	    368528	CP003252
     20351	   1316935	    196548	         0	    692848	AQOS
     20352	    498848	     28589	         0	    214358	ABVK
     20353	    743525	     46293	         0	    241718	CP001962
     20353	   1123391	    182443	         0	    606978	ARLD
     20354	   1111069	     76491	         0	    318138	CP003126
     20355	    670487	     40223	    138957	    236538	CP002361
     20356	    869210	     50827	    713602	    255728	CP002630
     20357	    649638	     38371	         0	    113058	CP002049
     20358	    693977	     41911	     16729	    247338	CP002536
     20359	    709986	     43461	    713579	    240998	CP002454
     20360	    243230	        65	         0	      9368	AE000513,AE001825
     20361	    319795	     13423	         0	    257098	CP000359
     20362	    745776	     46605	         0	    362188	CP002191
     20363	    546414	     16691	         0	     21488	CP001114
     21980	   1122223	    169719	         0	    603368	ARDL
     21981	   1123389	    188824	         0	    730068	ATXJ
     21982	    751945	     63181	         0	    453138	CP003249
     21982	   1123390	    169715	         0	    603348	ARDI
     21983	   1123388	    169797	         0	    598518	AQWU
     21984	    937777	     61295	         0	    504618	CP003382
     21985	   1288484	    188159	         0	    560838	APCS
     21986	   1121378	    182400	         0	    604858	ARKH
     21987	   1121377	    183018	         0	    607128	ARLS
     21988	    684949	    157079	         0	    727968	ATTJ
