Clade ID	Taxonomy ID	BioProject ID	BioSample ID	Assembly ID	Nucleotide accession(s)
     20748	    266117	     10670	         0	     14988	CP000386
     20749	    469383	     20745	         0	     26068	CP001854
     20750	   1097667	     74503	         0	    329458	AGUD
     20751	    649764	     38335	         0	    196478	ACUX
     20751	   1111137	     78589	         0	    417708	ALNO
     20752	    471855	     20831	         0	     24688	CP001684
     20753	    469378	     20739	         0	     24648	CP001682
     20754	   1034345	     70543	         0	    318428	CAEM
     20755	    502558	     67615	         0	    389258	AP012211
     20756	    479437	     21093	         0	     25068	CP001726
     20756	    665943	     40023	         0	    245218	ACWN
     20756	    910311	     59527	         0	    252898	AEXR
     20757	    700015	     42699	    713604	    255708	CP002628
     20758	    521003	     29307	         0	    183258	ABXH
     20758	    445975	     19665	         0	    183338	ABXJ
     20760	    411903	     18167	         0	    206518	AAVN
     20761	    742742	     46403	         0	    303628	ADLS
     20762	    866774	     51071	         0	    226978	AEDQ
     20763	    525256	     46677	         0	    224618	ADNA
     20763	    525256	     31435	         0	    299368	ACGK
     20764	    553184	     30999	         0	    216158	ACFE
     20765	    521095	     29401	         0	     25028	CP001721
     20766	    633147	     36641	     16989	    166418	CP002106
     20767	    661087	     39743	         0	    316428	ACVE
     20768	    525909	     29525	         0	     24068	CP001631
     20769	    203267	        95	         0	      8288	AE014184
     20769	    218496	       354	         0	    256898	BX072543
     20769	   1293500	    189522	         0	    555878	CAUD
     20769	   1293895	    189644	         0	    555898	CAUF
     20769	   1293896	    189635	         0	    581748	CAAG
     20769	   1293897	    189640	         0	    581768	CAAH
     20769	   1294027	    189641	         0	    581788	CAAO
     20769	   1294028	    189642	         0	    581808	CAUP
     20769	   1294029	    189643	         0	    581828	CAUQ
     20769	   1294031	    189636	         0	    581848	CAUS
     20769	   1294032	    189646	         0	    581868	CAUT
     20769	   1294033	    189647	         0	    581888	CAUU
     20769	   1294034	    189632	         0	    581908	CAUV
     20769	   1294035	    189637	         0	    581928	CAUW
     20769	   1294036	    189633	         0	    581948	CAUX
     20769	   1294037	    189634	         0	    581968	CAUY
     20769	   1294038	    189638	         0	    581988	CAVA
     20769	   1294039	    189639	         0	    582008	CAVB
     20769	   1294030	    189645	         0	    598758	CAUR
     20770	    641146	     41979	         0	    198218	ADCX
     20771	    641144	     42549	         0	    198378	ADEB
     20771	    864564	     50509	         0	    253008	AEON
     20771	   1193128	    167218	         0	    388798	AKII
     20772	    561180	     30751	         0	    214978	ABXB
     20773	    442563	     19423	         0	     22228	CP001213
     20773	    580050	     32897	         0	     23508	CP001515
     20773	    555970	     32893	         0	     23768	CP001606
     20773	    552531	     42883	         0	     26048	CP001853
     20773	    573236	     32515	         0	    113398	CP001892
     20773	    486409	     28807	         0	    213338	ABOT
     20773	   1042403	     67865	         0	    294988	CP002915
     20773	    911598	     59607	         0	    325238	AHGW
     20773	    703613	     41423	         0	    376528	CP002567
     20773	   1168290	    156973	         0	    397778	CP003497
     20773	    742729	    156975	         0	    397798	CP003498
     20773	   1075106	     71815	         0	    552408	CP003039
     20773	   1281781	    186412	         0	    709818	CP004053
     20774	    553190	     31001	         0	     26008	CP001849
     20774	    682147	     40893	         0	    220978	ADAM
     20774	    682148	     40895	         0	    221018	ADAN
     20774	    585528	     46675	         0	    224658	ADNB
     20774	    525284	     31473	         0	    255808	CP002104
     20774	   1009464	     51067	         0	    283338	CP002725
     20774	    907262	     53893	         0	    328518	AEJE
