Clade ID	Taxonomy ID	BioProject ID	BioSample ID	Assembly ID	Nucleotide accession(s)
     20717	    552811	     40221	         0	    165618	CP002084
     20718	    255470	     15604	         0	      9828	AJ965256
     20718	    243164	       214	         0	     12708	CP000027
     20718	    216389	     15770	         0	     17508	CP000688
     20718	    311424	     18811	         0	     25828	CP001827
     20718	    633145	     36645	         0	     26388	CP001924
     20718	   1193807	    167311	         0	    541698	CP004079
     20718	   1193806	    167310	         0	    541738	CP004080
     20719	    926550	     82989	         0	    402088	AP012337
     20720	    926569	     60099	         0	    260498	AP012029
     20721	    485913	     27943	         0	    225518	ADVG
     20722	    479434	     21087	         0	     25788	CP001823,CP001824
     20723	    309801	     32569	         0	     22488	CP001275
     20724	    316274	     16523	         0	     19368	CP000875
     20725	    383372	     13462	         0	     18608	CP000804
     20726	    357808	     16190	         0	     17468	CP000686
     20727	    765420	     48647	         0	    175488	ADVR
     20728	    326427	     16708	         0	     22748	CP001337
     20729	    324602	        59	         0	     19668	CP000909
     20729	    480224	     21119	         0	     22988	CP001364
     21369	   1129897	     78953	         0	    424228	CAGS
     22121	   1311576	    194443	         0	    698348	APVK
     22121	   1311574	    194441	         0	    698468	APVI
     22122	   1131272	    165541	         0	    610548	ARCO
