Clade ID	Taxonomy ID	BioProject ID	BioSample ID	Assembly ID	Nucleotide accession(s)
     20487	    572544	     32577	    116458	    200588	CP002281
     20489	    546275	     30495	         0	    191698	ACJY
     20489	    469621	     32469	         0	    198578	ADGG
     20489	    469599	     32473	         0	    296788	ACDC
     20489	    861452	     50399	         0	    316398	AGAD
     20489	    620833	     34699	         0	    431388	ACIF
     20491	    190304	       295	         0	      8128	AE009951
     20491	    393480	     17261	         0	    178238	AARG
     20491	    469606	     32479	         0	    187398	ACDE
     20491	    457405	     32483	         0	    187438	ACDF
     20491	    556264	     32501	         0	    187958	ACDS
     20491	    469604	     38357	         0	    195218	ACPU
     20491	    469603	     38519	         0	    195458	ACQE
     20491	    469602	     41563	         0	    198538	ADGF
     20491	    525283	     31471	         0	    225598	ADVK
     20491	    209882	      1419	         0	    231908	AABF
     20491	    469601	     32475	         0	    291088	ADEE
     20491	    457403	     39559	         0	    291098	ACUO
     20491	    999414	     64879	         0	    329978	AGEH
     20491	    999414	     64879	         0	    392638	AKCE
     20491	    457405	     32483	         0	    392658	AKBT
     20491	   1196653	    167963	         0	    400848	AKXI
     20491	   1216362	    171181	         0	    417598	ALVD
     20491	   1297579	    190102	         0	    558368	AOUL
     20491	    469607	     32481	         0	    689418	CP003723
     20492	    469605	     32477	         0	    187358	ACDD
     20492	    469615	     32419	         0	    188558	ACET
     20492	    556263	     32485	         0	    296798	ACDG
     20492	    742814	     46417	         0	    327248	ADLZ
     20492	   1095747	     75137	         0	    379118	AJSY
     20492	   1161424	     89621	         0	    417668	ALKK
     20494	    469616	     32421	         0	    296768	ACDB
     20495	    469618	     32423	         0	    296778	ACIE
     20495	    469617	     32487	         0	    432138	ACDH
     20495	    457404	     32471	         0	    709918	AGWJ
     20496	    526218	     29539	         0	     25208	CP001739
     20497	    519441	     29309	         0	     25368	CP001779
     20498	    596323	     34093	         0	    220698	ADAD
     20499	    523794	     29445	         0	     24708	CP001685
     20499	    634994	     33151	         0	    196638	ACVB
     22044	   1278306	    185225	         0	    607308	ARMK
     22045	   1122172	    169703	         0	    603298	ARDD
     22045	   1122174	    169727	         0	    603438	ARDS
