Clade ID	Taxonomy ID	BioProject ID	BioSample ID	Assembly ID	Nucleotide accession(s)
     19180	    251221	      9606	         0	     12188	BA000045
     19181	     74546	     13910	         0	     13448	CP000111
     19182	    146891	     13548	         0	     16448	CP000551
     19182	    167546	     15746	         0	     16768	CP000576
     19182	     93060	     18633	         0	     18868	CP000825
     19182	     93058	     19343	         0	    188078	ACDW
     19183	     59919	       213	         0	     12268	BX548174
     19184	    167542	     13617	         0	     16468	CP000552
     19185	     59920	     13911	         0	     13268	CP000095
     19185	    167555	     15660	         0	     16488	CP000553
     19186	    167539	       419	         0	      8728	AE017126
     19187	     93059	     13551	         0	     19388	CP000878
     19188	    316278	     13654	         0	    354028	CT978603
     19189	     74547	       220	         0	     12288	BX548175
     19189	     59922	     13496	         0	     16508	CP000554
     19190	     64471	     12530	         0	     15388	CP000435
     19190	    166318	     61805	         0	    314578	AGIK
     19192	     59931	     13553	         0	    177558	AAOK
     19192	     32051	     13642	         0	    354048	CT971583
     19194	    221360	     13555	         0	    177118	AANP
     19195	    221359	     13557	         0	    178598	AAUA
     19196	     84588	       230	         0	    256798	BX548020
     19197	    110662	     13643	         0	     13428	CP000110
     19197	    166314	     37911	         0	    194338	ACNY
     19198	    316279	     13655	         0	     13308	CP000097
     19198	    313625	     13559	         0	    178558	AATZ
     19199	     69042	     13554	         0	    177078	AANO
     19200	    180281	     19301	         0	    182178	ABSE
     19201	    232363	     46503	         0	    226198	ADXM
     19202	    232348	     46501	         0	    226178	ADXL
     19203	    321327	     16251	         0	     14008	CP000239
     19204	    321332	     16252	         0	     14028	CP000240
     19205	     91464	     19377	         0	    182098	ABRV
     19206	    269084	     13282	         0	     10868	AP008231
     19206	      1140	     10645	         0	     13328	CP000100
     19207	     32049	     28247	         0	     20288	CP000951
     19208	      1148	        60	         0	     10528	BA000022
     19208	      1148	     67081	         0	    389238	AP012205
     19208	   1080228	     72559	         0	    407798	AP012276
     19208	   1080229	     72561	         0	    407958	AP012277
     19208	   1080230	     72557	         0	    408398	AP012278
     19208	      1148	     80481	         0	    540638	CP003265
     19209	     41431	     20503	         0	     22608	CP001287
     19209	    395962	     28339	         0	     24848	CP001701
     19210	    713887	     30917	         0	     25928	CP001842
     19211	    165597	     10651	         0	    203038	AADV
     19211	    423471	     61839	         0	    349948	AESD
     19212	    391612	     18951	         0	    207098	AAXW
     19213	     43989	     20319	         0	     18648	CP000806,CP000807
     19213	    860575	     59973	         0	    315138	AGJC
     19214	    449447	     27835	         0	     11428	AP009552
     19214	   1160279	     88249	         0	    424498	CAIP
     19214	   1160280	     88171	         0	    456518	CAIH
     19214	   1160286	     88479	         0	    456538	CAII
     19214	   1160281	     88173	         0	    456558	CAIJ
     19214	    213618	     88175	         0	    456578	CAIK
     19214	   1160283	     88179	         0	    456598	CAIM
     19214	   1160284	     88181	         0	    456618	CAIN
     19214	   1160285	     88199	         0	    456638	CAIO
     19214	    721123	     88297	         0	    456878	CAIQ
     19214	   1160282	     88177	         0	    457138	CAIL
     19214	   1134457	     81203	         0	    521778	ANKQ
     19214	   1235808	    175932	         0	    526608	AOCI
     19214	    482300	    205171	         0	    707518	ASZQ
     19215	    497965	     28535	       663	    169988	CP002198
     19216	     65393	     20479	         0	     22628	CP001291
     19217	    118168	     19325	         0	    182018	ABRS
     19218	    489825	     60895	         0	    280848	AEPQ
     19219	    272129	     49445	         0	    228138	CACA
     19219	    402777	    158733	         0	    529048	ALVI
     19220	    756067	     47601	    713620	    285688	AFJC
     19220	    179408	    158711	         0	    503858	CP003614
     19221	    741277	     61093	         0	    315018	AGIZ
     19221	    306281	    104967	         0	    503188	AJLK
     19221	     98439	    104969	         0	    503208	AJLL
     19222	    551115	     30807	         0	    257338	CP002059
     19223	    533240	     40109	         0	    219698	ACYA
     19223	    533247	     40111	         0	    219738	ACYB
     19224	    313624	     13447	         0	    206718	AAVW
     19224	    313624	    185469	         0	    540598	AOFE
     19225	     63737	       216	         0	     20828	CP001037
     19226	    103690	       244	         0	     10508	BA000019
     19226	    240292	     10642	         0	    266278	CP000117
     19227	    203124	       318	         0	     15068	CP000393
     19228	    313612	     13409	         0	    206638	AAVU
     19229	    513049	     29085	         0	    215258	ABYK
     19229	    696747	     42161	         0	    272938	AP011615
     19229	    376219	     40633	         0	    442198	CAFN
     19229	    459495	     67617	         0	    452288	AFXD
     19229	    634502	     34793	         0	    452528	ACSK
     19230	    329726	     12997	         0	     18908	CP000828
     19230	    310037	     16707	         0	    323588	AFEJ
     19231	    197221	       308	         0	     12148	BA000039
     19232	    395961	     28337	         0	     22848	CP001344
     21089	    613199	    169365	         0	    415818	ALPF
     21090	   1203261	    169371	         0	    415878	ALPB
     21529	    195250	    158719	         0	    528968	ALWC
     21530	    292564	    158695	         0	    502408	CP003495
     21531	     13035	    158703	         0	    504348	CP003944
     21532	     65093	     40817	         0	    504368	CP003945
     21533	    292563	     39697	         0	    504388	CP003940
     21534	    755178	    158691	         0	    504408	CP003947
     21535	    113355	     62511	         0	    529018	ALVO
     21536	    118163	    158829	         0	    502868	CP003590
     21537	    102232	    159497	         0	    525208	ALVY
     21538	   1173027	    158839	         0	    503898	CP003630
     21539	   1173029	    158827	         0	    500688	ALVR
     21540	   1128427	    165547	         0	    603168	ARCP
     21541	    111781	     43487	         0	    502508	CP003946
     21542	    102125	    159499	         0	    525228	ALVZ
     21543	    111780	    158877	         0	    503958	CP003653
     21544	    118161	    158813	         0	    529028	ALVL
     21545	     82654	    158713	         0	    502908	CP003592
     21546	    927668	    158837	         0	    525338	ALWB
     21547	   1173263	    159509	         0	    502928	CP003594
     21548	    118173	    158731	         0	    529038	ALVK
     21549	    118166	     62311	         0	    453418	ALVP
     21550	   1173264	    159511	         0	    525268	ALVV
     21551	    102129	     43137	         0	    503098	ALVN
     21552	    195253	    158717	         0	    502588	CP003558
     21553	    102127	    158727	         0	    528908	ANFQ
     21554	    317619	    158811	         0	    528928	ANKN
     21555	   1173020	    158825	         0	    502988	CP003600
     21556	     56110	    158709	         0	    502948	CP003607
     21557	    864702	     66005	         0	    453408	AJUB
     21558	    272134	    158729	         0	    588938	ALVM
     21559	   1173025	    158833	         0	    502888	CP003591
     21560	   1173022	    158835	         0	    503878	CP003620
     21561	   1173028	    158815	         0	    528918	ANKO
     21562	    927677	    159501	         0	    525248	ALVU
     21563	    251229	     38119	         0	    502968	CP003597
     21564	   1173026	    158831	         0	    503938	CP003646
     21565	   1165094	    104979	         0	    565998	CAIY
     21565	   1165095	    104981	         0	    566038	CAIS
     21566	    373994	     63147	         0	    502568	CP003549
     21567	     56107	    158809	         0	    503918	CP003642
     21568	     28072	    158707	         0	    502548	CP003552
     21569	    317936	    158705	         0	    502528	CP003548
     21570	     99598	    158683	         0	    502468	CP003943
     21571	    643473	    158817	         0	    528938	ANFJ
     21572	    272123	     43355	         0	    504428	CP003659
     21573	    163908	    158737	         0	    529058	AJWF
     21574	     46234	     30803	         0	    457118	CP003284,CP003285
     21575	   1170562	    158041	         0	    503818	CP003610
     21576	     32057	    159495	         0	    524878	ALVJ
     21577	    221288	    158735	         0	    502008	ALVW
     21578	    128403	    157363	         0	    557188	ANNX
     21579	   1174528	    159505	         0	    501998	ALVS
     21579	    372781	    104965	         0	    503228	AJLJ
     21580	   1173021	    158823	         0	    529008	ALWA
     21581	    184925	    104963	         0	    503248	AJLM
     21581	    211165	    104961	         0	    503268	AJLN
