Clade ID	Taxonomy ID	BioProject ID	BioSample ID	Assembly ID	Nucleotide accession(s)
     19941	    309798	     30729	         0	     21748	CP001145
     19942	    747365	     46673	    713612	    280028	CP002690
     19943	    451640	     19923	         0	    215738	ACCK
     19944	    469596	     46361	         0	    244678	ADKX
     19944	    556262	     32461	         0	    388558	AKCB
     19945	    428126	     18925	         0	    180558	ABIK
     19946	    445974	     19663	         0	    179918	ABFX
     19946	    556270	     32495	         0	    187998	ACDT
     19946	    665941	     40019	         0	    327468	ACWL
     19946	    469597	     39365	         0	    352018	ACTG
     19947	    679192	     40673	         0	    222718	ADFR
     19948	    706433	     43121	         0	    243538	AECQ
     19949	    650150	     38421	         0	    389058	AP012027
     19949	    525280	     31465	         0	    439468	ACLK
     19949	   1121874	    169768	         0	    603658	AREO
     19950	    545696	     30361	         0	    186878	ACCF
     19950	   1211819	    171365	         0	    515458	CALK
     19951	    518637	     29269	         0	    184218	ABYT
     19952	    428127	     18927	         0	    179518	ABAW
     19953	    552396	     41103	         0	    197738	ACZW
     19953	    457402	     39375	         0	    329948	ACTL
     19953	    457402	     39375	         0	    392618	AKCD
     19954	    658659	     39371	         0	    200748	ACTJ
     19954	    908340	     54027	         0	    237088	AENW
     19954	    457422	     41983	         0	    303638	ADCZ
     19954	    658657	     39369	         0	    327258	ACTI
     19954	    469614	     39373	         0	    327268	ACTK
     19954	    999413	     64877	         0	    595758	AGYV
     19955	    574087	     32769	     16993	    167158	CP002105
     19956	    373903	     16377	         0	     21288	CP001098
     19957	    572479	     32591	    103629	    200538	CP002175
     19958	    656519	     43059	         0	    201908	CP002304
     19959	    562970	     31345	         0	    113538	CP002017
     19960	    521098	     29405	         0	     25088	CP001727
     19960	    543302	     30381	         0	    215818	ACCS
     19960	   1048834	     68273	         0	    293498	CP002902
     19961	    702450	     42765	         0	    224478	ADMN
     19961	    910310	     59523	         0	    252858	AEXQ
     19962	    997346	     64725	         0	    282608	AFHT
     19963	    986075	     63105	         0	    290898	AFCE
     19964	    358681	     29147	         0	     10968	AP008955
     19964	   1144308	     83039	         0	    403528	AKIX
     19964	   1200792	    168657	         0	    423398	AKYF
     19964	   1129895	     80571	         0	    556648	AHKL
     19965	   1042163	     67803	         0	    293438	AFRV
     19965	   1118154	     77883	         0	    338888	CAGD
     19965	   1121121	    174177	         0	    605678	ARFS
     19966	    717605	     54035	         0	    509958	CP003255
     19967	    717606	     49287	     15377	    226778	AEDD
     19968	    324057	     20399	         0	     24388	CP001656
     19969	   1073571	     71317	         0	    350588	AGBD
     19969	   1173684	    158933	         0	    502338	AJTY
     19969	   1034769	    170089	         0	    610578	ARFI
     19970	    349520	     16065	         0	    169438	CP000154
     19970	    886882	     52019	         0	    199918	CP002213
     19970	   1036171	     67165	         0	    289738	AFOX
     19970	    985665	     67295	         0	    315988	CP003107
     19970	   1052684	     68665	         0	    320058	HE577054
     19970	   1087481	     73251	         0	    351248	AGFX
     19970	   1050222	     68329	         0	    360118	AGFI
     19970	   1156938	     86111	         0	    383698	AIPP
     19970	    996640	    174729	         0	    448658	AMQU
     19971	    621372	     34703	         0	    190658	ACIH
     19971	   1235795	    175987	   1730996	    726408	ASSZ
     19973	    481743	     27777	         0	     25488	CP001793
     19973	    715225	     43739	         0	    253248	ADHJ
     19973	    908341	     54029	         0	    277178	AEXS
     19973	    743719	     50329	         0	    314778	AGIP
     19974	   1033743	     70825	         0	    409638	CAES
     19975	   1007103	     65565	         0	    316048	AFHW
     19976	   1036673	     67335	         0	    291058	CP002869
     19976	   1116391	     77661	         0	    359568	CP003235
     19976	    997761	     63845	         0	    706268	CP003422
     19978	    944559	     61827	         0	    285568	AFDH
     19978	   1078505	     72483	         0	    705478	AGEN
     19981	    546270	     30487	         0	    215958	ACDZ
     19981	    562982	     38781	         0	    245238	ACRX
     19981	    562981	     38763	         0	    266928	ACRO
     19981	    562983	     38783	         0	    704028	ACRY
     19982	    458233	     20209	         0	     11388	AP009484
     19983	    937773	     61283	         0	    239418	CP002439
     19983	    984892	     62991	         0	    245878	CP002478
     19983	   1141106	     87009	         0	    450218	CAIB
     19983	   1141105	     87011	         0	    450238	CAIA
     19983	   1286307	    201025	         0	    653798	BARM
     19984	    396513	     34811	         0	     10208	AM295250
     19985	    904314	     53711	         0	    374248	AGUA
     19986	    342451	     15596	         0	     10928	AP008934
     19986	   1131257	     80651	         0	    429968	AHKB
     19986	   1262650	    182119	         0	    537728	ANMR
     19988	    273036	        63	         0	      9808	AJ938182
     19988	    523796	     29427	         0	     10388	AM990992
     19988	    158879	       264	         0	     10448	BA000018
     19988	    158878	       263	         0	     10468	BA000017
     19988	    418127	     18509	         0	     11248	AP009324
     19988	    196620	       306	         0	     12068	BA000033
     19988	    282458	       265	         0	     12308	BX571856
     19988	    282459	       266	         0	     12328	BX571857
     19988	     93062	       238	         0	     12848	CP000046
     19988	     93061	       237	         0	     14228	CP000253
     19988	    451515	     16313	         0	     14268	CP000255
     19988	    359786	     15757	         0	     17608	CP000703
     19988	    451516	     19489	         0	     17888	CP000730
     19988	    359787	     15758	         0	     17928	CP000736
     19988	    681288	     39547	         0	     25388	CP001781
     19988	    663951	     36647	         0	     27848	FN433596
     19988	    869816	     50759	         0	    167318	CP002114
     19988	    546342	     29567	         0	    167688	CP002120
     19988	    862516	     50533	         0	    169348	AEEK
     19988	    450394	     19921	         0	    178298	AASB
     19988	    548474	     31541	         0	    189878	ACHD
     19988	    548470	     31533	         0	    191138	ACJA
     19988	    585143	     34891	         0	    191418	ACJR
     19988	    585145	     34893	         0	    191458	ACJS
     19988	    585146	     34895	         0	    191498	ACJT
     19988	    585153	     34897	         0	    191538	ACJU
     19988	    585158	     34899	         0	    191578	ACJV
     19988	    585149	     39227	         0	    195918	ACSP
     19988	    585151	     39229	         0	    195958	ACSQ
     19988	    585152	     39231	         0	    195998	ACSR
     19988	    585155	     39233	         0	    196038	ACSS
     19988	    585156	     39237	         0	    196078	ACST
     19988	    585159	     39239	         0	    196118	ACSU
     19988	    585160	     39241	         0	    196158	ACSV
     19988	    585161	     39243	         0	    196198	ACSW
     19988	    585157	     39525	         0	    196318	ACUS
     19988	    585144	     39527	         0	    196358	ACUT
     19988	    585148	     39529	         0	    196398	ACUU
     19988	    585150	     39531	         0	    196438	ACUV
     19988	    585147	     40307	         0	    197378	ACYP
     19988	    585154	     41351	         0	    197858	ADAT
     19988	    762962	     48445	         0	    199658	ADVP
     19988	    452948	     20007	         0	    211198	ABFA
     19988	    455227	     19993	         0	    211238	ABFB
     19988	    546343	     29569	         0	    213958	ABSA
     19988	    553565	     36465	         0	    216978	ACKC
     19988	    553567	     36467	         0	    217018	ACKD
     19988	    553568	     36469	         0	    217058	ACKE
     19988	    553571	     36471	         0	    217098	ACKF
     19988	    553573	     36473	         0	    217138	ACKG
     19988	    553581	     36475	         0	    217178	ACKH
     19988	    553583	     36477	         0	    217218	ACKI
     19988	    553588	     36479	         0	    217258	ACKJ
     19988	    553592	     36481	         0	    217298	ACKK
     19988	    553596	     36483	         0	    217338	ACKL
     19988	    644279	     37915	         0	    217978	ACOT
     19988	    553594	     39221	         0	    219018	ACSN
     19988	    553601	     39223	         0	    219058	ACSO
     19988	    553574	     40181	         0	    219938	ACYO
     19988	    680649	     40705	         0	    220418	ACZQ
     19988	    553590	     43713	         0	    223958	ADJI
     19988	    553577	     43715	         0	    223998	ADJJ
     19988	    553580	     43719	         0	    224038	ADJK
     19988	    585891	     33445	         0	    227498	BABM
     19988	    505321	     28687	         0	    228038	CABA
     19988	    548475	     31543	         0	    232728	ACHH
     19988	    548473	     31539	         0	    240698	CP002110
     19988	    754026	     47283	         0	    243488	AECP
     19988	    754025	     47281	         0	    243498	AECR
     19988	    703339	     34809	         0	    251028	CP001844
     19988	   1006543	     65323	         0	    267088	CP002643
     19988	    908247	     53963	         0	    271048	BABZ
     19988	    685039	     41277	         0	    272878	CP001996
     19988	    985002	     62885	         0	    318468	FR821777
     19988	    911238	     59589	         0	    318828	AEUN
     19988	   1118959	     78007	         0	    319858	CP003166
     19988	    985006	     62883	         0	    319998	FR821779
     19988	   1123523	     78269	         0	    321948	CP003194
     19988	    543538	     30107	         0	    334408	ABWS
     19988	    904747	     53647	         0	    335128	AFTT
     19988	    904726	     53605	         0	    335308	AFEG
     19988	    904730	     53613	         0	    335448	AFTN
     19988	    904723	     53599	         0	    335648	AFEF
     19988	    904744	     53641	         0	    336068	AFTS
     19988	    904750	     53653	         0	    336108	AHJY
     19988	    904759	     53671	         0	    336348	AFNO
     19988	    904766	     53685	         0	    336628	AGTV
     19988	    904768	     53689	         0	    337048	AGTW
     19988	    904731	     53615	         0	    337208	AFTO
     19988	    904771	     53695	         0	    337448	AGTX
     19988	    904767	     53687	         0	    337808	AHKA
     19988	    904737	     53627	         0	    338068	AGTY
     19988	    904728	     53609	         0	    338188	AFTM
     19988	    904746	     53645	         0	    338408	AHJX
     19988	    904743	     53639	         0	    338528	AHJV
     19988	    543539	     30103	         0	    338548	ABWT
     19988	    904749	     53651	         0	    338628	AFTU
     19988	    904725	     53603	         0	    338808	AFEE
     19988	    904745	     53643	         0	    339288	AHJW
     19988	    543540	     30105	         0	    339368	ABWY
     19988	    904760	     53673	         0	    339508	AFNP
     19988	    904763	     53679	         0	    339868	AFNQ
     19988	    904732	     53617	         0	    340148	AGRO
     19988	    904738	     53629	         0	    340168	AFTQ
     19988	    948561	     62079	         0	    340588	AEUQ
     19988	    904735	     53623	         0	    341068	AGRP
     19988	    948563	     62081	         0	    341168	AEUR
     19988	    904724	     53601	         0	    341928	AGRN
     19988	    561307	     66527	         0	    342328	AFGU
     19988	    904754	     53661	         0	    342468	AHJZ
     19988	    904727	     53607	         0	    345008	AGTU
     19988	   1028799	     66591	         0	    351758	CP003033
     19988	    889933	     52833	         0	    362848	FR714927
     19988	    904792	     53819	         0	    368178	AJLD
     19988	    904795	     53825	         0	    368888	AJKF
     19988	   1155084	     66999	         0	    370448	CP003045
     19988	   1144271	     82607	         0	    373578	AJGE
     19988	    904784	     53803	         0	    373838	AHVC
     19988	    904785	     53805	         0	    373858	AICH
     19988	    904786	     53807	         0	    373878	AICI
     19988	    904787	     53809	         0	    373898	AICJ
     19988	    904313	     53705	         0	    374288	AGTZ
     19988	   1116214	     76973	         0	    379948	AHBK
     19988	   1116215	     76975	         0	    379968	AHBL
     19988	   1116216	     76977	         0	    379988	AHBM
     19988	   1116217	     76979	         0	    380008	AHBN
     19988	   1116218	     76981	         0	    380028	AHBO
     19988	   1116219	     76983	         0	    380048	AHBP
     19988	   1116220	     76985	         0	    380068	AHBQ
     19988	   1116221	     76987	         0	    380088	AHBR
     19988	   1116222	     76989	         0	    380108	AHBS
     19988	   1116224	     76993	         0	    380148	AHBU
     19988	   1116225	     76995	         0	    380168	AHBV
     19988	   1163749	    104941	         0	    394688	AJLP
     19988	   1182756	    162721	         0	    397108	AKYW
     19988	   1144272	     82609	         0	    401708	AJLX
     19988	   1074252	     71279	         0	    408558	HE681097
     19988	   1112349	    165863	         0	    409018	BAEA
     19988	   1134842	     82073	         0	    420278	AMAB
     19988	   1229492	    174226	         0	    423148	CP003808
     19988	    931433	     60653	         0	    429998	AHKD
     19988	    931438	     60663	         0	    430018	AHKE
     19988	    904772	     53697	         0	    430088	AHKU
     19988	    904773	     53699	         0	    430108	AHKV
     19988	    904774	     53701	         0	    430128	AHKW
     19988	    904775	     53785	         0	    430458	AHLL
     19988	    904776	     53787	         0	    430478	AHLM
     19988	    904777	     53789	         0	    430498	AHLN
     19988	    904778	     53791	         0	    430528	AHLO
     19988	    904779	     53793	         0	    430548	AHLP
     19988	    904780	     53795	         0	    430568	AHLQ
     19988	    904781	     53797	         0	    430588	AHLR
     19988	    904782	     53799	         0	    430608	AHLS
     19988	    904783	     53801	         0	    430628	AHLT
     19988	    931460	     60707	         0	    431468	AHVD
     19988	    931434	     60655	         0	    431488	AHVE
