Clade ID	Taxonomy ID	BioProject ID	BioSample ID	Assembly ID	Nucleotide accession(s)
     20369	    933801	     60875	         0	    281728	CP002535
     20370	    671065	     64481	         0	    329908	AHKJ
     20371	    399549	     17447	         0	     17408	CP000682
     20372	   1006006	     65497	         0	    267358	CP002656
     20373	    273057	       108	         0	      7808	AE006641
     20373	    555311	     30989	         0	     25548	CP001800
     20373	    555311	     33849	         0	    219138	ACUK
     20374	    429572	     18987	         0	     23188	CP001399
     20374	    427317	     18871	         0	     23208	CP001400
     20374	    427318	     18873	         0	     23228	CP001401
     20374	    426118	     18807	         0	     23248	CP001402
     20374	    439386	     19487	         0	     23268	CP001403
     20374	    419942	     18651	         0	     23288	CP001404
     20374	    425944	     18803	         0	     25108	CP001731
     20374	    930945	     60485	         0	    245948	CP002425
     20374	    930943	     60481	         0	    245968	CP002426
     20374	   1132497	     80889	         0	    331808	AHJK
     20374	   1132501	     80897	         0	    332268	AHJO
     20374	   1132503	     80901	         0	    332288	AHJQ
     20374	   1132504	     80903	         0	    332308	AHJR
     20374	   1132506	     80907	         0	    332328	AHJT
     20374	   1132505	     80905	         0	    332388	AHJS
     20374	   1132499	     80893	         0	    332408	AHJM
     20374	   1132500	     80895	         0	    332428	AHJN
     20374	   1132502	     80899	         0	    332528	AHJP
     20374	   1132498	     80891	         0	    332628	AHJL
     20374	   1241935	    177222	         0	    588488	CP003928
     20375	    273063	       246	         0	     12008	BA000023
     20376	    330779	     13935	         0	     13088	CP000077
     20376	   1028567	     66535	         0	    537958	CP002818
     20376	   1028566	     66533	         0	    539748	CP002817
     20377	    583356	     33361	     16987	    168508	CP002098
     20378	    591019	     33683	         0	    113098	CP002051
     20379	    399550	     17449	         0	     16748	CP000575
     20380	    633148	     36571	         0	    112818	CP001939
     20381	    765177	     48641	    103627	    240978	CP002363
     20382	    490899	     28141	         0	     21708	CP001140
     20382	    768672	     49401	         0	    383528	CP003321
     20384	    453591	     13914	         0	     18748	CP000816
     20385	    415426	       208	         0	     15948	CP000493
     20386	    694429	     48579	         0	    299178	CP002838
     20387	    666510	     39927	         0	    167278	CP001742
     20388	    272557	       211	         0	     11928	BA000002
     20389	    368408	     16331	         0	     16028	CP000505
     20390	    410359	     18111	         0	     16608	CP000561
     20391	   1104324	     74711	         0	    315468	CP003098
     20392	    178306	       172	         0	      8028	AE009441
     20393	    340102	     15582	         0	     17188	CP000660
     20393	    698757	     42375	         0	    355158	CP003316
     20395	    444157	     15645	         0	     20608	CP001014
     20396	    384616	     16743	         0	     16008	CP000504
     20397	    999630	     64455	         0	    253058	CP002590
     20398	    768679	     49419	         0	    362768	FN869859
     20399	    397948	     17421	         0	     19108	CP000852
     20400	    572478	     32589	     17002	    171168	CP002100
     20400	   1313299	    195775	         0	    729528	ATWG
     20401	    985053	     63027	         0	    246788	CP002529
     21311	   1163730	     91117	         0	    368748	CP003423
     21312	   1184251	    163135	         0	    382298	CP003531
     22004	   1052801	    192282	         0	    605308	AQYM
     22005	   1294123	    189433	         0	    653588	APJY
     22006	   1056495	     70815	         0	    504598	CP003378
