Clade ID	Taxonomy ID	BioProject ID	BioSample ID	Assembly ID	Nucleotide accession(s)
     21050	    941640	     61503	         0	    261558	FR773153
     21051	    710128	     43299	         0	     26168	CP001872
     21051	    708616	     43301	         0	     26188	CP001873
     21051	    710127	       409	         0	    113218	AE015450
     21051	   1159197	     86093	         0	    410878	CP003506
     21051	   1159198	     86095	         0	    410898	CP003507
     21051	   1159199	     86097	         0	    410918	CP003508
     21051	   1159200	     86099	         0	    410938	CP003509
     21051	   1159201	     86103	         0	    410958	CP003510
     21051	   1159202	     86105	         0	    410978	CP003511
     21051	   1159203	     86107	         0	    410998	CP003512
     21051	   1159204	     86109	         0	    411018	CP003513
     21051	   1006581	     65551	         0	    687898	AFFR
     21052	    243273	        97	         0	     28128	L43967
     21052	    243273	     13924	         0	    203738	AAGX
     21052	    663918	     39739	         0	    416598	CP003770
     21052	    662946	     39705	         0	    416618	CP003771
     21052	    662945	     39703	         0	    416658	CP003772
     21052	    662947	     39707	         0	    416678	CP003773
     21053	    272634	        99	         0	     28148	U00089
     21053	    722438	     49525	         0	    166598	CP002077
     21053	   1112856	     78181	         0	    407058	AP012303
     21053	   1233262	    175467	         0	    506818	ANAA
     21053	   1236904	    176271	         0	    506838	ANAB
     21053	   1238993	    176548	         0	    522028	CP003913
     21053	   1213463	    171159	         0	    651458	ANIQ
     21054	    273119	       101	         0	      7428	AF222894
     21054	    505682	     19087	         0	     20148	CP000942
     21054	    565575	     20247	         0	     22068	CP001184
     21054	    626095	     19089	         0	    207498	AAYN
     21054	    550748	     19091	         0	    207538	AAYO
     21054	    550773	     19095	         0	    207618	AAYQ
     21054	    519851	     19413	         0	    208218	AAZQ
     21054	    518603	     19415	         0	    208258	AAZR
     21054	    526347	     19417	         0	    208298	AAZS
     21054	    550747	     19419	         0	    208338	AAZT
     21054	    515609	     20185	         0	    211038	ABER
     21054	    515608	     20245	         0	    211078	ABES
     21054	    515611	     20405	         0	    211118	ABEV
     21054	    626096	     20687	         0	    211438	ABFL
     21054	   1161914	     89455	         0	    438008	AJFX
     21054	   1161915	     89457	         0	    438048	AJFY
     21054	   1161916	     89459	         0	    438088	AJFZ
     21054	   1161917	     89461	         0	    438108	AJGA
     21054	    519849	     19093	         0	    448958	AAYP
     21056	    272633	       176	         0	     12028	BA000026
     21057	   1048830	     68271	         0	    310168	AGFP
     21058	    997765	     63641	         0	    323628	AFHO
     21059	    262719	     10675	         0	      9008	AE017243
     21059	    262722	     10639	         0	      9028	AE017244
     21059	    295358	     13120	         0	      9208	AE017332
     21059	    907287	     53881	         0	    232238	CP002274
     21059	   1116211	     76853	         0	    689398	CP003131
     21060	     45361	     32285	         0	     27568	FM864216
     21061	    872331	     51405	         0	    168338	CP002170
     21061	    936139	     61173	         0	    273918	CP002669
     21061	   1129369	     80425	         0	    325208	CP003231
     21061	   1118964	     78027	         0	    458428	CP003914
     21061	    634996	    183035	         0	    610858	ARTL
     21062	    347256	     53147	         0	    354958	FP236530
     21062	   1267000	    183041	         0	    609398	ARQG
     21063	    243272	      1422	         0	     20868	CP001047
     21064	   1037410	     67465	         0	    300388	AFXA
     21065	    637387	     36551	         0	    171558	CP001995
     21065	    943945	     13415	         0	    239778	CP002458
     21065	    496833	     28473	         0	    272298	AP009608
     21066	    289397	     12525	         0	    232928	CP002188
     21066	    956483	     62195	         0	    292658	CP002513
     21066	    767465	     49159	         0	    389498	CP002058
     21067	    347257	     16095	         0	    353868	CU179680
     21067	      2110	     16096	         0	    354938	FP671138
     21067	   1110504	     76359	         0	    385138	AJPR
     21068	    262723	     10676	         0	      9048	AE017245
     21068	   1267001	    183042	         0	    609418	ARQH
     21069	   1117644	     77819	         0	    370768	AJFQ
     21069	   1131452	     80795	         0	    370788	AJFR
     21069	   1131453	     80797	         0	    370808	AJFS
     21069	   1131454	     80799	         0	    370828	AJFT
     21069	   1131455	     80801	         0	    370848	AJFU
