Clade ID	Taxonomy ID	BioProject ID	BioSample ID	Assembly ID	Nucleotide accession(s)
     20984	    247490	    161117	         0	    423478	BAFH
     20985	    214688	     20997	         0	    211878	ABGO
     20986	   1123508	     83145	         0	    369848	AIAB
     20987	    521674	     29411	         0	    112738	CP001744
     20988	   1123242	     82977	         0	    369858	AHZR
     20989	    344747	     15662	         0	    229178	ABCE
     20990	    756272	     47863	    103628	    247678	CP002546
     20991	    575540	     32825	    138929	    240958	CP002353
     20992	    886293	     82973	         0	    404768	AHZQ
     20992	    886293	     52461	         0	    508448	CP003364
     20993	    314230	     13488	         0	    177198	AANZ
     20994	    530564	     29845	         0	     25988	CP001848
     20995	    243090	       413	         0	    256938	BX119912
     20995	    991778	     63253	    713600	    346508	AFAR
     20995	    993517	    174069	         0	    440708	AMCW
     20995	    993516	     63491	         0	    521388	AMWG
     20995	   1263867	    182223	         0	    537748	ANMO
     20995	   1263868	    182224	         0	    556708	ANOF
     21441	   1142394	     82987	         0	    407758	AP012338
     22282	   1265738	    182719	         0	    556688	ANOG
     22283	    595460	    182911	         0	    557128	ANOQ
     22284	   1263870	    182226	         0	    557208	ANOH
